brazilian,british,cajun_creole,chinese,filipino,french,greek,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese,n_zeros,max_score,class
0.0,0.01,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.01,13,0.8,valid
0.01,0.03,0.02,0.01,0.02,0.04,0.02,0.46,0.08,0.06,0.01,0.0,0.0,0.09,0.02,0.01,0.09,0.02,0.0,0.01,3,0.46,valid
0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.97,invalid
0.01,0.05,0.01,0.0,0.0,0.09,0.05,0.18,0.09,0.03,0.0,0.01,0.0,0.11,0.01,0.0,0.33,0.02,0.01,0.0,6,0.33,invalid
0.01,0.02,0.0,0.0,0.0,0.05,0.0,0.65,0.02,0.01,0.01,0.15,0.01,0.01,0.0,0.03,0.03,0.0,0.0,0.0,8,0.65,invalid
0.03,0.01,0.02,0.04,0.06,0.05,0.01,0.44,0.0,0.07,0.06,0.02,0.01,0.08,0.0,0.0,0.06,0.03,0.01,0.0,4,0.44,invalid
0.0,0.11,0.05,0.0,0.02,0.09540808543096872,0.0,0.004591914569031273,0.06,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.37,0.0,0.0,0.0,11,0.37,invalid
0.01,0.02,0.04,0.03,0.02,0.04,0.01,0.05,0.02,0.11,0.01,0.02,0.06,0.14,0.04,0.09,0.19,0.05,0.02,0.03,0,0.19,invalid
0.0,0.01,0.02,0.04,0.06,0.01,0.0,0.0,0.0,0.15,0.01,0.02,0.0,0.12,0.01,0.01,0.52,0.0,0.02,0.0,7,0.52,valid
0.0,0.0,0.0,0.17,0.09,0.02,0.01,0.07,0.01,0.14,0.01,0.16,0.1,0.03,0.03,0.02,0.02,0.08,0.02,0.02,3,0.17,invalid
0.09,0.01,0.06,0.03,0.05,0.1,0.02,0.19,0.01,0.03,0.17,0.01,0.0,0.04,0.0,0.02,0.14,0.02,0.01,0.0,3,0.19,valid
0.01,0.0,0.12,0.01,0.0,0.01,0.01,0.47,0.0,0.05,0.01,0.05,0.01,0.13,0.04,0.0,0.06,0.01,0.01,0.0,5,0.47,invalid
0.08,0.03,0.0,0.0,0.05,0.1,0.02,0.11,0.0,0.07,0.04,0.0,0.0,0.15,0.0,0.0,0.35,0.0,0.0,0.0,10,0.35,invalid
0.08,0.01,0.05,0.03,0.01,0.05,0.01,0.06,0.03,0.05,0.07,0.01,0.0,0.15,0.0,0.02,0.33,0.01,0.01,0.02,2,0.33,invalid
0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.07,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.79,0.0,0.0,0.0,11,0.79,invalid
0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.83,0.0,0.01,0.01,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,11,0.83,valid
0.0,0.0,0.05,0.07,0.01,0.03,0.03,0.26,0.0,0.16,0.0,0.03,0.02,0.19,0.0,0.0,0.1,0.01,0.02,0.02,6,0.26,valid
0.03,0.0,0.07,0.02,0.16,0.0,0.11,0.15,0.0,0.22,0.0,0.0,0.01,0.15,0.01,0.0,0.01,0.02,0.01,0.03,6,0.22,invalid
0.0,0.03,0.05,0.1,0.04,0.06,0.02,0.12,0.02,0.25,0.01,0.03,0.04,0.06,0.0,0.0,0.11,0.04,0.0,0.02,4,0.25,invalid
0.03,0.0,0.0,0.02,0.14,0.0,0.0,0.35,0.0,0.06,0.0,0.0,0.0,0.0,0.02522313010685104,0.0,0.05,0.0,0.26,0.06477686989314896,11,0.35,invalid
0.0,0.01,0.01,0.04,0.0,0.04,0.03,0.4,0.03,0.1,0.11,0.04,0.0,0.03,0.05,0.0,0.09,0.0,0.0,0.02,6,0.4,invalid
0.02,0.01,0.0,0.01,0.07,0.01,0.0,0.58,0.0,0.03,0.01,0.02,0.01,0.1,0.03,0.0,0.08,0.0,0.02,0.0,6,0.58,valid
0.02,0.0,0.03,0.0,0.02,0.02,0.03,0.23,0.0,0.04,0.02,0.0,0.0,0.38,0.11,0.0,0.06,0.01,0.03,0.0,7,0.38,valid
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.03,0.0,0.0,0.0,17,0.96,valid
0.14,0.04,0.0,0.0,0.3,0.11,0.05,0.07,0.02,0.08,0.03,0.05,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.05,6,0.3,invalid
0.0,0.06,0.0,0.0,0.01,0.2,0.0,0.0,0.03,0.48,0.03,0.0,0.01,0.03,0.01,0.01,0.13,0.0,0.0,0.0,9,0.48,invalid
0.0,0.0,0.0,0.03,0.0,0.14,0.04,0.0,0.03,0.52,0.06,0.0,0.0,0.04,0.0,0.0,0.11,0.01,0.01,0.01,9,0.52,invalid
0.01,0.0,0.0,0.04,0.01,0.02,0.01,0.72,0.0,0.01,0.0,0.08,0.02,0.01,0.03,0.0,0.01,0.01,0.0,0.02,6,0.72,invalid
0.0,0.01,0.0,0.03,0.01,0.01,0.01,0.75,0.04,0.02,0.0,0.02,0.0,0.02,0.04,0.02,0.0,0.01,0.01,0.0,6,0.75,valid
0.01,0.1,0.01,0.02,0.12,0.0,0.0,0.29,0.0,0.02,0.02,0.02,0.01,0.21,0.03,0.03,0.07,0.0,0.0,0.04,5,0.29,invalid
0.02,0.0,0.01,0.0,0.03,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.76,0.05,0.0,0.04,0.0,0.01,0.0,11,0.76,valid
0.01,0.09,0.0,0.02,0.0,0.17,0.03,0.0,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,12,0.39,valid
0.0,0.01,0.0,0.03,0.02,0.05,0.02,0.64,0.01,0.04,0.0,0.06,0.0,0.05,0.02,0.0,0.01,0.04,0.0,0.0,7,0.64,invalid
0.0,0.11,0.01,0.06,0.0,0.1,0.03,0.0,0.06,0.27,0.0,0.0,0.0,0.03,0.0,0.03,0.28,0.0,0.02,0.0,9,0.28,invalid
0.0,0.18,0.02,0.07,0.03,0.0,0.0,0.37,0.0,0.03,0.03,0.02,0.0,0.1,0.01,0.0,0.08,0.04,0.0,0.02,7,0.37,valid
0.0,0.02,0.01,0.0,0.0,0.05,0.01,0.01,0.0,0.76,0.0,0.0,0.0,0.09,0.0,0.01,0.04,0.0,0.0,0.0,11,0.76,valid
0.01,0.0,0.0,0.04,0.01,0.02,0.01,0.66,0.0,0.01,0.0,0.02,0.06,0.02,0.03,0.01,0.0,0.01,0.02,0.07,5,0.66,valid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,17,0.97,valid
0.02,0.01,0.0,0.15,0.01,0.05,0.0,0.48,0.0,0.04,0.0,0.08,0.02,0.02,0.01,0.0,0.08,0.0,0.01,0.02,6,0.48,invalid
0.01,0.06,0.04,0.04,0.02,0.2,0.02,0.0,0.02,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.38,0.01,0.04,0.02,4,0.38,invalid
0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.79,0.0,0.01,0.0,0.06,0.01,0.04,0.02,0.0,0.02,0.0,0.0,0.01,9,0.79,valid
0.04,0.0,0.04,0.0,0.0,0.03,0.0,0.09,0.0,0.06,0.06,0.0,0.0,0.43,0.01,0.02,0.12,0.04,0.04,0.02,7,0.43,invalid
0.0,0.05,0.01,0.02,0.21,0.02,0.0,0.23,0.0,0.08,0.0,0.02,0.0,0.16,0.01,0.02,0.12,0.03,0.0,0.02,6,0.23,invalid
0.0,0.03,0.0,0.02,0.0,0.31,0.01,0.3,0.08,0.07,0.0,0.08,0.0,0.01,0.0,0.01,0.07,0.0,0.01,0.0,8,0.31,invalid
0.0,0.02,0.0,0.01,0.02,0.01,0.0,0.67,0.11,0.02,0.01,0.04,0.01,0.02,0.0,0.01,0.02,0.02,0.01,0.0,5,0.67,valid
0.02,0.0,0.02,0.01,0.0,0.02,0.0,0.82,0.0,0.03,0.01,0.04,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,9,0.82,invalid
0.01,0.04,0.0,0.0,0.02,0.08,0.0,0.43,0.01,0.03,0.02,0.01,0.02,0.12,0.0,0.15,0.05,0.01,0.0,0.0,6,0.43,valid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.01,0.0,0.05,0.02,0.04,0.04,0.0,0.04,0.0,12,0.79,invalid
0.02,0.09,0.07,0.02,0.01,0.04,0.01,0.01,0.01,0.46,0.0,0.03,0.0,0.02,0.0,0.02,0.18,0.01,0.0,0.0,5,0.46,invalid
0.0,0.02,0.0,0.01,0.02,0.02,0.0,0.4,0.0,0.04,0.05,0.17,0.0,0.06,0.01,0.06,0.13,0.01,0.0,0.0,7,0.4,valid
0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.84,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.01,10,0.84,valid
0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.58,0.02,0.0,0.01,0.02,0.0,0.27,0.02,0.0,0.03,0.0,0.0,0.0,9,0.58,invalid
0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.48,0.0,0.02,0.0,0.22,0.02,0.0,0.0,0.0,0.19,0.0,0.03,0.0,12,0.48,valid
0.02,0.0,0.02,0.02,0.01,0.02,0.0,0.48,0.01,0.06,0.0,0.02,0.01,0.22,0.01,0.01,0.07,0.02,0.0,0.0,5,0.48,valid
0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.01,0.86,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,11,0.86,valid
0.0,0.0,0.0,0.01,0.06,0.04,0.0,0.55,0.0,0.07,0.04,0.01,0.0,0.06,0.0,0.0,0.12,0.0,0.04,0.0,10,0.55,valid
0.0,0.03,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.14,0.0,0.01,0.0,0.15,0.02,0.12,0.28,0.01,0.0,0.04,8,0.28,invalid
0.01,0.0,0.0,0.01,0.0,0.07,0.09,0.08,0.0,0.32,0.01,0.0,0.0,0.24,0.0,0.0,0.02,0.1,0.03,0.02,8,0.32,invalid
0.0,0.07,0.0,0.0,0.0,0.6,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,14,0.6,valid
0.0,0.0,0.02,0.0,0.01,0.05,0.14,0.01,0.0,0.42,0.02,0.03,0.0,0.11,0.0,0.01,0.03,0.14,0.0,0.01,7,0.42,valid
0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.02,0.0,0.0,0.0,0.73,0.07,0.01,0.01,0.0,0.0,0.0,12,0.73,valid
0.01,0.0,0.01,0.02,0.02,0.02,0.21,0.25,0.0,0.07,0.0,0.01,0.01,0.16,0.02,0.0,0.09,0.01,0.06,0.03,4,0.25,invalid
0.0,0.0,0.01,0.02,0.02,0.0,0.02,0.06,0.01,0.23,0.01,0.0,0.0,0.53,0.0,0.01,0.04,0.02,0.01,0.01,6,0.53,invalid
0.01,0.0,0.04,0.0,0.18,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.02,0.22,0.0,0.0,0.12,0.04,0.01,0.0,10,0.25,invalid
0.0,0.01,0.0,0.01,0.09,0.01,0.0,0.48,0.06,0.01,0.01,0.02,0.0,0.11,0.0,0.05,0.03,0.08,0.02,0.01,5,0.48,valid
0.16,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.03,0.04,0.24,0.0,0.0,0.24,0.0,0.04,0.05,0.0,0.03,0.09,9,0.24,invalid
0.0,0.09,0.06,0.05,0.0,0.12,0.01,0.0,0.03,0.05,0.02,0.02,0.01,0.01,0.0,0.01,0.51,0.01,0.0,0.0,6,0.51,invalid
0.0,0.01,0.0,0.0,0.03,0.02,0.54,0.03,0.01,0.15,0.0,0.03,0.0,0.06,0.0,0.0,0.02,0.1,0.0,0.0,9,0.54,valid
0.0,0.04,0.0,0.06,0.0,0.05,0.02,0.24,0.02,0.03,0.05,0.02,0.0,0.12,0.0,0.02,0.33,0.0,0.0,0.0,8,0.33,valid
0.01,0.01,0.06,0.03,0.1,0.03,0.0,0.06,0.02,0.26,0.03,0.01,0.0,0.17,0.0,0.02,0.19,0.0,0.0,0.0,6,0.26,invalid
0.02,0.0,0.01,0.47,0.08,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.15,0.04,0.0,0.0,0.01,0.0,0.04,0.02,9,0.47,invalid
0.0,0.09,0.0,0.0,0.0,0.58,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,14,0.58,invalid
0.01,0.06,0.09,0.01,0.03,0.07,0.04,0.13,0.03,0.08,0.02,0.0,0.0,0.03,0.0,0.05,0.32,0.03,0.0,0.0,5,0.32,invalid
0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.34,0.0,0.03,0.0,0.03,0.0,0.28,0.0,0.0,0.13,0.02,0.11,0.0,10,0.34,valid
0.04,0.0,0.0,0.06,0.0,0.08,0.04,0.38,0.03,0.07,0.01,0.01,0.02,0.09,0.0,0.02,0.14,0.01,0.0,0.0,6,0.38,valid
0.0,0.03,0.01,0.0,0.04,0.09,0.0,0.17,0.24,0.14,0.02,0.03,0.01,0.03,0.0,0.05,0.1,0.04,0.0,0.0,6,0.24,invalid
0.02,0.04,0.0,0.02,0.05,0.16,0.0,0.08,0.08,0.22,0.03,0.05,0.0,0.11,0.0,0.02,0.09,0.01,0.01,0.01,4,0.22,invalid
0.19,0.0,0.0,0.0,0.35,0.07,0.0,0.02,0.0,0.05,0.04,0.0,0.0,0.02,0.01,0.07,0.09,0.01,0.07,0.01,7,0.35,invalid
0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.03,0.01,0.05,0.0,0.02,0.0,0.81,0.0,0.0,0.01,0.0,0.0,0.0,12,0.81,valid
0.0,0.1,0.01,0.0,0.0,0.5,0.0,0.0,0.04,0.27,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.01,12,0.5,valid
0.01,0.03,0.01,0.07,0.02,0.06,0.0,0.2,0.03,0.05,0.0,0.13,0.0,0.03,0.0,0.27,0.05,0.04,0.0,0.0,6,0.27,valid
0.0,0.03,0.0,0.0,0.02,0.04,0.14,0.02,0.01,0.28,0.03,0.01,0.02,0.19,0.0,0.06,0.1,0.05,0.0,0.0,6,0.28,invalid
0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.04,0.0,0.03,0.02,0.0,0.05,0.0,0.01,0.0,12,0.83,valid
0.0,0.0,0.01,0.01,0.08,0.0,0.0,0.47,0.0,0.05,0.1,0.05,0.0,0.12,0.03,0.0,0.02,0.03,0.02,0.01,7,0.47,invalid
0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.74,0.0,0.02,0.0,0.11,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,11,0.74,valid
0.03,0.01,0.02,0.03,0.04,0.03,0.0,0.37,0.0,0.08,0.04,0.02,0.02,0.15,0.01,0.0,0.1,0.02,0.01,0.02,3,0.37,valid
0.0,0.02,0.01,0.03,0.02,0.0,0.0,0.54,0.05,0.03,0.0,0.09,0.04,0.05,0.01,0.0,0.08,0.01,0.01,0.01,5,0.54,invalid
0.0,0.0,0.06,0.01,0.0,0.01,0.04,0.04,0.02,0.41,0.01,0.0,0.03,0.08,0.0,0.0,0.28,0.0,0.0,0.01,8,0.41,valid
0.0,0.0,0.0,0.0,0.01,0.04,0.65,0.0,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,14,0.65,valid
0.0,0.0,0.01,0.01,0.0,0.0,0.36,0.27,0.01,0.04,0.0,0.02,0.0,0.22,0.01,0.02,0.0,0.02,0.0,0.01,8,0.36,valid
0.0,0.01,0.0,0.01,0.02,0.11,0.0,0.34,0.0,0.12,0.0,0.03,0.0,0.07,0.02,0.01,0.21,0.02,0.01,0.02,6,0.34,valid
0.0,0.01,0.0,0.05,0.11,0.0,0.0,0.53,0.0,0.04,0.0,0.02,0.0,0.09,0.01,0.02,0.06,0.01,0.0,0.05,8,0.53,valid
0.0,0.07,0.0,0.0,0.02,0.15514032184533535,0.04,0.17485967815466466,0.03,0.12,0.0,0.0,0.01,0.18,0.0,0.0,0.17,0.01,0.0,0.02,8,0.18,invalid
0.01,0.01,0.01,0.09,0.14,0.02,0.0,0.19,0.05,0.0,0.09,0.08,0.12,0.03,0.04,0.02,0.04,0.0,0.04,0.02,3,0.19,valid
0.03,0.0,0.02,0.1,0.15,0.03,0.02,0.16,0.0,0.14,0.0,0.12,0.01,0.08,0.04,0.0,0.02,0.07,0.01,0.0,5,0.16,invalid
0.0,0.0,0.01,0.5,0.12,0.01,0.01,0.04,0.0,0.01,0.0,0.11,0.05,0.01,0.0,0.0,0.04,0.01,0.03,0.05,6,0.5,invalid
0.0,0.06,0.01,0.09,0.0,0.11,0.04,0.09,0.04,0.18,0.0,0.0,0.0,0.32,0.0,0.0,0.04,0.02,0.0,0.0,9,0.32,invalid
0.0,0.04,0.12,0.18,0.02,0.02,0.01,0.03,0.01,0.06,0.02,0.07,0.01,0.13,0.0,0.02,0.21,0.0,0.02,0.03,3,0.21,invalid
0.0,0.04,0.03,0.08,0.11,0.03,0.0,0.29,0.03,0.02,0.04,0.05,0.04,0.12,0.06,0.01,0.01,0.02,0.01,0.01,2,0.29,invalid
0.0,0.12,0.0,0.04,0.0,0.16,0.0,0.08,0.03,0.07,0.04,0.0,0.0,0.06,0.02,0.01,0.35,0.01,0.01,0.0,7,0.35,invalid
0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.47,0.02,0.04,0.01,0.12,0.0,0.16,0.01,0.0,0.03,0.01,0.02,0.04,7,0.47,valid
0.01,0.0,0.05,0.15,0.01,0.02,0.0,0.01,0.04,0.11,0.0,0.02,0.04,0.24,0.0,0.01,0.26,0.02,0.01,0.0,5,0.26,invalid
0.03,0.07,0.01,0.0,0.01,0.13,0.06,0.0,0.04,0.26,0.0,0.01,0.01,0.05,0.02,0.0,0.29,0.01,0.0,0.0,6,0.29,invalid
0.03,0.01,0.0,0.0,0.0,0.01,0.02,0.61,0.0,0.04,0.0,0.04,0.01,0.08,0.0,0.02,0.11,0.01,0.01,0.0,7,0.61,invalid
0.0,0.15,0.02,0.04,0.0,0.21,0.03,0.0,0.06,0.07,0.05,0.01,0.01,0.07,0.0,0.01,0.27,0.0,0.0,0.0,7,0.27,valid
0.21,0.01,0.0,0.0,0.15,0.05,0.06,0.04,0.0,0.04,0.02,0.05,0.0,0.04,0.0,0.01,0.14,0.0,0.15,0.03,6,0.21,invalid
0.0,0.01,0.01,0.06,0.03,0.04,0.0,0.58,0.0,0.1,0.01,0.04,0.0,0.04,0.0,0.01,0.05,0.01,0.01,0.0,6,0.58,invalid
0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.02,0.0,0.03,0.01,0.02,0.03,0.04,0.0,0.0,0.0,0.0,0.61,0.08,10,0.61,invalid
0.01,0.01,0.0,0.29,0.1,0.03,0.0,0.04,0.03,0.13,0.08,0.03,0.03,0.06,0.0,0.01,0.1,0.0,0.02,0.03,4,0.29,invalid
0.0,0.06,0.02,0.0,0.03,0.06,0.09,0.05,0.02,0.12,0.03,0.03,0.02,0.06,0.05,0.02,0.33,0.01,0.0,0.0,4,0.33,invalid
0.14,0.03,0.03,0.02,0.0,0.07,0.01,0.05,0.01,0.09,0.02,0.0,0.0,0.17,0.04,0.0,0.22,0.09,0.01,0.0,5,0.22,invalid
0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.82,0.0,0.01,0.0,0.09,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,13,0.82,invalid
0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.81,0.03,0.03,0.02,0.01,0.01,0.01,8,0.81,valid
0.01,0.06,0.0,0.02,0.02,0.05,0.05,0.06,0.0,0.11,0.0,0.13,0.01,0.06,0.01,0.07,0.16,0.07,0.1,0.01,3,0.16,invalid
0.0,0.01,0.0,0.01,0.14,0.05,0.0,0.0,0.0,0.04,0.05,0.43,0.02,0.11,0.0,0.0,0.09,0.01,0.01,0.03,7,0.43,invalid
0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.63,0.0,0.02,0.01,0.1,0.0,0.09,0.01,0.0,0.01,0.0,0.08,0.03,9,0.63,invalid
0.0,0.01,0.03,0.0,0.0,0.02,0.01,0.01,0.0,0.19,0.0,0.0,0.01,0.68,0.0,0.01,0.02,0.01,0.0,0.0,9,0.68,valid
0.0,0.06,0.11,0.08,0.0,0.34,0.01,0.06,0.03,0.09,0.0,0.01,0.0,0.03,0.0,0.01,0.16,0.01,0.0,0.0,7,0.34,valid
0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.82,0.0,0.01,0.0,0.04,0.0,0.01,0.04,0.0,0.03,0.0,0.0,0.0,11,0.82,valid
0.01,0.01,0.02,0.03,0.04,0.03,0.0,0.24,0.04,0.15,0.01,0.01,0.0,0.17,0.01,0.02,0.15,0.03,0.03,0.0,3,0.24,valid
0.0,0.0,0.0,0.57,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.01,13,0.57,valid
0.01,0.03,0.0,0.03,0.01,0.03,0.0,0.57,0.01,0.0,0.02,0.06,0.0,0.03,0.11,0.0,0.07,0.0,0.0,0.02,7,0.57,invalid
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.81,0.0,0.01,0.01,0.08,0.0,0.01,0.03,0.0,0.02,0.0,0.0,0.02,11,0.81,invalid
0.0,0.05,0.03,0.0,0.03,0.15,0.08,0.01,0.0,0.35,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,11,0.35,invalid
0.01,0.04,0.02,0.02,0.01,0.12,0.12,0.02,0.01,0.03,0.02,0.07,0.02,0.05,0.01,0.04,0.34,0.03,0.0,0.02,1,0.34,invalid
0.06,0.0,0.0,0.03,0.41,0.02,0.0,0.14,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.05,0.0,0.22,0.02,9,0.41,valid
0.0,0.0,0.03,0.02,0.04,0.0,0.0,0.53,0.0,0.01,0.0,0.06,0.02,0.14,0.01,0.0,0.06,0.0,0.08,0.0,9,0.53,valid
0.01,0.01,0.06,0.02,0.0,0.02,0.09,0.05,0.0,0.48,0.01,0.0,0.0,0.07,0.0,0.0,0.14,0.01,0.02,0.01,6,0.48,invalid
0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.01,0.0,0.79,0.09,0.0,0.0,0.02,0.0,0.0,12,0.79,valid
0.01,0.15,0.02,0.02,0.0,0.1,0.01,0.0,0.02,0.17,0.0,0.01,0.01,0.1,0.01,0.09,0.25,0.0,0.02,0.01,4,0.25,invalid
0.0,0.08,0.03,0.0,0.0,0.13,0.03,0.2,0.09,0.15,0.0,0.05,0.0,0.03,0.02,0.0,0.16,0.0,0.0,0.03,8,0.2,invalid
0.0,0.0,0.14,0.0,0.0,0.05,0.01,0.05,0.0,0.11,0.0,0.0,0.0,0.51,0.03,0.0,0.03,0.07,0.0,0.0,11,0.51,valid
0.02,0.0,0.02,0.0,0.01,0.19,0.08,0.12,0.0,0.02,0.02,0.05,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.0,9,0.25,invalid
0.0,0.0,0.0,0.04,0.03,0.0,0.01,0.52,0.03,0.01,0.02,0.04,0.11,0.04,0.04,0.0,0.03,0.04,0.01,0.03,5,0.52,valid
0.01,0.01,0.01,0.17,0.1,0.01,0.0,0.15,0.0,0.08,0.02,0.02,0.06,0.23,0.01,0.0,0.06,0.0,0.04,0.02,4,0.23,valid
0.0,0.0,0.01,0.75,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.08,0.03,0.0,0.0,0.03,0.0,0.0,0.0,7,0.75,valid
0.02,0.06,0.02,0.01,0.03,0.0,0.0,0.37,0.02,0.0,0.04,0.03,0.0,0.27,0.0,0.02,0.04,0.05,0.02,0.0,6,0.37,valid
0.01,0.0,0.02,0.06,0.13,0.01,0.01,0.25,0.0,0.19,0.01,0.01,0.01,0.12,0.01,0.0,0.15,0.01,0.0,0.0,5,0.25,invalid
0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.04,0.01,0.0,14,0.87,invalid
0.02,0.0,0.02,0.01,0.02,0.08,0.11,0.04,0.01,0.43,0.0,0.0,0.02,0.11,0.01,0.0,0.08,0.04,0.0,0.0,6,0.43,invalid
0.01,0.01,0.03,0.0,0.03,0.01,0.01,0.77,0.0,0.01,0.0,0.04,0.0,0.06,0.0,0.0,0.01,0.0,0.01,0.0,8,0.77,invalid
0.0,0.0,0.0,0.19,0.05,0.07,0.0,0.24,0.0,0.01,0.01,0.01,0.02,0.05,0.05,0.0,0.07,0.0,0.17,0.06,7,0.24,valid
0.08,0.01,0.0,0.0,0.17,0.02,0.0,0.43,0.0,0.04,0.0,0.18,0.0,0.01,0.0,0.01,0.04,0.0,0.01,0.0,9,0.43,valid
0.0,0.0,0.0,0.17,0.18,0.05,0.02,0.08,0.06,0.04,0.1,0.07,0.06,0.03,0.0,0.03,0.04,0.0,0.04,0.03,5,0.18,invalid
0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.0,0.06,0.0,0.44,0.22,10,0.44,valid
0.04,0.0,0.0,0.01,0.0,0.04,0.0,0.11,0.0,0.12,0.02,0.05,0.0,0.53,0.04,0.0,0.0,0.02,0.02,0.0,9,0.53,invalid
0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.46,0.01,0.08,0.0,0.06,0.01,0.09,0.12,0.0,0.03,0.04,0.0,0.01,5,0.46,invalid
0.0,0.0,0.0,0.01,0.0,0.16,0.0,0.02,0.02,0.09,0.05,0.02,0.02,0.19,0.08,0.05,0.18,0.1,0.0,0.01,6,0.19,invalid
0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.89,0.0,0.0,0.01,0.01,0.0,0.0,13,0.89,valid
0.03,0.07,0.0,0.02,0.0,0.06,0.0,0.56,0.01,0.02,0.02,0.06,0.01,0.01,0.02,0.01,0.07,0.01,0.0,0.02,4,0.56,invalid
0.0,0.0,0.0,0.01,0.0,0.12,0.09,0.03,0.0,0.28,0.0,0.0,0.0,0.1,0.18,0.01,0.06,0.1,0.01,0.01,8,0.28,invalid
0.02,0.02,0.0,0.0,0.02,0.09,0.03,0.0,0.01,0.7,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.06,0.0,0.0,10,0.7,valid
0.0,0.0,0.01,0.77,0.0,0.02,0.0,0.02,0.0,0.02,0.03,0.03,0.02,0.01,0.01,0.0,0.03,0.0,0.02,0.01,7,0.77,valid
0.02,0.09,0.0,0.0,0.01,0.01,0.04,0.14,0.1,0.05,0.0,0.01,0.0,0.05,0.0,0.04,0.43,0.01,0.0,0.0,7,0.43,invalid
